t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn,mitos,,sensirion_ul_AVG,mitos_ul_AVG,weighed_mass_g,flow_box_weight_g,,sensirion_ul_CV_raw,sensirion_ul_CV_filtered,mitos_ul_CV
644368,500,uL/min,-674,524,10,5,1064,1835,0,2860,2.774,1,,,,,,,,,,
644389,500,uL/min,-982,524,10,5,1064,1835,0,2860,2.774,1,,,,,,,,,,
644410,500,uL/min,-220,524,10,5,1064,1835,0,2860,2.774,1,,,,,,,,,,
644431,500,uL/min,-91,525,10,5,1064,1835,0,2860,2.775,1,,,,,,,,,,
644452,500,uL/min,-53,525,10,5,1064,1835,0,2861,2.775,1,,,,,,,,,,
644473,500,uL/min,-71,525,10,5,1063,1837,0,2861,2.775,1,,,,,,,,,,
644495,500,uL/min,-91,525,10,5,1063,1837,0,2861,2.775,1,,,,,,,,,,
644516,500,uL/min,-41,525,10,5,1063,1837,0,2861,2.775,1,,,,,,,,,,
644537,500,uL/min,6,525,10,5,1063,1837,0,2861,2.776,1,,,,,,,,,,
644558,500,uL/min,38,525,10,5,1063,1837,0,2862,2.776,1,,,,,,,,,,
644579,500,uL/min,190,525,10,5,1062,1838,0,2862,2.776,1,,,,,,,,,,
644600,500,uL/min,233,525,10,5,1062,1838,0,2862,2.776,1,,,,,,,,,,
644621,500,uL/min,388,525,10,5,1062,1838,0,2862,2.776,1,,,,,,,,,,
644642,500,uL/min,632,525,10,5,1062,1838,0,2862,2.776,1,,,,,,,,,,
644663,500,uL/min,971,526,10,5,1062,1838,0,2862,2.777,1,,,,,,,,,,
644684,500,uL/min,490,526,9.9,5,1061,1840,0,2863,2.777,1,,,,,,,,,,
644705,500,uL/min,756,526,9.9,5,1061,1840,0,2863,2.777,1,,,,,,,,,,
644726,500,uL/min,856,526,9.9,5,1061,1840,0,2863,2.777,1,,,,,,,,,,
644747,500,uL/min,1183,526,9.9,5,1061,1840,0,2863,2.777,1,,,,,,,,,,
644769,500,uL/min,594,526,9.9,5,1061,1840,0,2863,2.778,1,,,,,,,,,,
644790,500,uL/min,932,526,9.9,5,1060,1841,0,2864,2.778,1,,,,,,,,,,
644811,500,uL/min,955,526,9.9,5,1060,1841,0,2864,2.778,1,,,,,,,,,,
644832,500,uL/min,1225,526,9.9,5,1060,1841,0,2864,2.778,1,,,,,,,,,,
644853,500,uL/min,537,526,9.9,5,1060,1841,0,2864,2.778,1,,,,,,,,,,
644874,500,uL/min,925,526,9.9,5,1060,1841,0,2864,2.778,1,,,,,,,,,,
644895,500,uL/min,933,526,9.9,5,1060,1842,0,2865,2.779,1,,,,,,,,,,
644916,500,uL/min,1185,526,9.9,5,1060,1842,0,2865,2.779,1,,,,,,,,,,
644937,500,uL/min,543,526,9.9,5,1060,1842,0,2865,2.779,1,,,,,,,,,,
644958,500,uL/min,870,526,9.9,5,1060,1842,0,2865,2.779,1,,,,,,,,,,
644979,500,uL/min,1021,526,9.9,5,1060,1842,0,2865,2.779,1,,,,,,,,,,
645001,500,uL/min,1212,526,9.9,5,1059,1843,0,2865,2.779,1,,,,,,,,,,
645022,500,uL/min,487,526,9.9,5,1059,1843,0,2866,2.78,1,,,,,,,,,,
645043,500,uL/min,881,526,9.9,5,1059,1843,0,2866,2.78,1,,,,,,,,,,
645064,500,uL/min,967,526,9.9,5,1059,1843,0,2866,2.78,1,,,,,,,,,,
645085,500,uL/min,1107,526,9.9,5,1059,1843,0,2866,2.78,1,,,,,,,,,,
645106,500,uL/min,389,526,9.9,5,1059,1844,0,2866,2.78,1,,,,,,,,,,
645127,500,uL/min,856,526,9.9,5,1059,1844,0,2867,2.781,1,,,,,,,,,,
645148,500,uL/min,896,526,9.9,5,1059,1844,0,2867,2.781,1,,,,,,,,,,
645170,500,uL/min,883,526,9.9,5,1059,1844,0,2867,2.781,1,,,,,,,,,,
645191,500,uL/min,300,526,9.9,5,1059,1844,0,2867,2.781,1,,,,,,,,,,
645212,500,uL/min,705,526,9.9,5,1058,1845,0,2867,2.781,1,,,,,,,,,,
645233,500,uL/min,691,526,9.9,5,1058,1845,0,2867,2.781,1,,,,,,,,,,
645254,500,uL/min,701,526,9.9,5,1058,1845,0,2868,2.782,1,,,,,,,,,,
645275,500,uL/min,222,526,9.9,5,1058,1845,0,2868,2.782,1,,,,,,,,,,
645296,500,uL/min,453,526,9.9,5,1058,1845,0,2868,2.782,1,,,,,,,,,,
645317,500,uL/min,-466,526,9.9,5,1057,1846,0,2868,2.782,1,,,,,,,,,,
645338,500,uL/min,-1028,526,9.9,5,1057,1846,0,2868,2.782,1,,,,,,,,,,
645360,500,uL/min,-191,526,9.9,5,1057,1846,0,2869,2.783,1,,,,,,,,,,
645381,500,uL/min,-135,526,9.9,5,1057,1846,0,2869,2.783,1,,,,,,,,,,
645402,500,uL/min,-76,526,9.9,5,1057,1846,0,2869,2.783,1,,,,,,,,,,
645423,500,uL/min,-64,526,9.9,5,1056,1848,0,2869,2.783,1,,,,,,,,,,
645444,500,uL/min,-89,526,9.9,5,1056,1848,0,2869,2.783,1,,,,,,,,,,
645465,500,uL/min,-49,526,9.9,5,1056,1848,0,2870,2.783,1,,,,,,,,,,
645486,500,uL/min,-9,526,9.9,5,1056,1848,0,2870,2.784,1,,,,,,,,,,
645507,500,uL/min,18,526,9.9,5,1056,1848,0,2870,2.784,1,,,,,,,,,,
645529,500,uL/min,100,526,9.9,5,1056,1849,0,2870,2.784,1,,,,,,,,,,
645550,500,uL/min,299,526,9.9,5,1056,1849,0,2870,2.784,1,,,,,,,,,,
645571,500,uL/min,560,526,9.9,5,1056,1849,0,2870,2.784,1,,,,,,,,,,
645592,500,uL/min,334,526,9.9,5,1056,1849,0,2871,2.785,1,,,,,,,,,,
645613,500,uL/min,676,526,9.9,5,1056,1849,0,2871,2.785,1,,,,,,,,,,
645634,500,uL/min,814,526,9.9,5,1055,1850,0,2871,2.785,1,,,,,,,,,,
645655,500,uL/min,1038,526,9.9,5,1055,1850,0,2871,2.785,1,,,,,,,,,,
645676,500,uL/min,453,526,9.9,5,1055,1850,0,2871,2.785,1,,,,,,,,,,
645697,500,uL/min,867,526,9.9,5,1055,1850,0,2872,2.785,1,,,,,,,,,,
645718,500,uL/min,1035,526,9.9,5,1055,1850,0,2872,2.786,1,,,,,,,,,,
645739,500,uL/min,1178,525,9.9,5,1055,1851,0,2872,2.786,1,,,,,,,,,,
645761,500,uL/min,538,525,9.9,5,1055,1851,0,2872,2.786,1,,,,,,,,,,
645782,500,uL/min,899,525,9.9,5,1055,1851,0,2872,2.786,1,,,,,,,,,,
645803,500,uL/min,1063,525,9.9,5,1055,1851,0,2872,2.786,1,,,,,,,,,,
645824,500,uL/min,1038,525,9.9,5,1055,1851,0,2873,2.786,1,,,,,,,,,,
645845,500,uL/min,501,525,9.9,5,1054,1852,0,2873,2.787,1,,,,,,,,,,
645866,500,uL/min,882,525,9.9,5,1054,1852,0,2873,2.787,1,,,,,,,,,,
645887,500,uL/min,1139,525,9.9,5,1054,1852,0,2873,2.787,1,,,,,,,,,,
645908,500,uL/min,886,525,9.9,5,1054,1852,0,2873,2.787,1,,,,,,,,,,
645929,500,uL/min,643,525,9.9,5,1054,1852,0,2874,2.787,1,,,,,,,,,,
645950,500,uL/min,905,525,9.9,5,1054,1852,0,2874,2.788,1,,,,,,,,,,
645972,500,uL/min,1147,525,9.9,5,1054,1852,0,2874,2.788,1,,,,,,,,,,
645993,500,uL/min,658,525,9.9,5,1054,1852,0,2874,2.788,1,,,,,,,,,,
646014,500,uL/min,716,525,9.9,5,1054,1852,0,2874,2.788,1,,,,,,,,,,
646035,500,uL/min,866,525,9.9,5,1054,1852,0,2875,2.788,1,,,,,,,,,,
646056,500,uL/min,1098,525,9.9,5,1053,1853,0,2875,2.788,1,,,,,,,,,,
646077,500,uL/min,449,524,9.9,5,1053,1853,0,2875,2.789,1,,,,,,,,,,
646098,500,uL/min,772,524,9.9,5,1053,1853,0,2875,2.789,1,,,,,,,,,,
646119,500,uL/min,814,524,9.9,5,1053,1853,0,2875,2.789,1,,,,,,,,,,
646140,500,uL/min,890,524,9.9,5,1053,1853,0,2875,2.789,1,,,,,,,,,,
646161,500,uL/min,326,524,9.9,5,1053,1854,0,2876,2.789,1,,,,,,,,,,
646182,500,uL/min,628,524,9.9,5,1053,1854,0,2876,2.79,1,,,,,,,,,,
646204,500,uL/min,593,524,9.9,5,1053,1854,0,2876,2.79,1,,,,,,,,,,
646225,500,uL/min,704,524,9.9,5,1053,1854,0,2876,2.79,1,,,,,,,,,,
646246,500,uL/min,222,524,9.9,5,1053,1854,0,2876,2.79,1,,,,,,,,,,
646267,500,uL/min,322,524,9.9,5,1052,1855,0,2877,2.79,1,,,,,,,,,,
646288,500,uL/min,-1119,524,9.9,5,1052,1855,0,2877,2.79,1,,,,,,,,,,
646309,500,uL/min,-337,524,9.9,5,1052,1855,0,2877,2.791,1,,,,,,,,,,
646330,500,uL/min,-217,524,9.9,5,1052,1855,0,2877,2.791,1,,,,,,,,,,
646351,500,uL/min,-118,523,9.9,5,1052,1855,0,2877,2.791,1,,,,,,,,,,
646372,500,uL/min,-72,523,9.9,5,1052,1856,0,2877,2.791,1,,,,,,,,,,
646393,500,uL/min,-88,523,9.9,5,1052,1856,0,2878,2.791,1,,,,,,,,,,
646415,500,uL/min,-62,523,9.9,5,1052,1856,0,2878,2.791,1,,,,,,,,,,
646436,500,uL/min,-29,523,9.9,5,1052,1856,0,2878,2.792,1,,,,,,,,,,
646457,500,uL/min,7,523,9.9,5,1052,1856,0,2878,2.792,1,,,,,,,,,,
646478,500,uL/min,40,523,9.9,5,1051,1857,0,2878,2.792,1,,,,,,,,,,
646499,500,uL/min,178,523,9.9,5,1051,1857,0,2879,2.792,1,,,,,,,,,,
646520,500,uL/min,369,523,9.9,5,1051,1857,0,2879,2.792,1,,,,,,,,,,
646541,500,uL/min,642,523,9.9,5,1051,1857,0,2879,2.793,1,,,,,,,,,,
646562,500,uL/min,339,523,9.9,5,1051,1857,0,2879,2.793,1,,,,,,,,,,
646583,500,uL/min,741,523,9.8,5,1051,1858,0,2879,2.793,1,,,,,,,,,,
646604,500,uL/min,905,523,9.8,5,1051,1858,0,2879,2.793,1,,,,,,,,,,
646625,500,uL/min,1061,523,9.8,5,1051,1858,0,2880,2.793,1,,,,,,,,,,
646646,500,uL/min,454,523,9.8,5,1051,1858,0,2880,2.793,1,,,,,,,,,,
646667,500,uL/min,882,523,9.8,5,1051,1858,0,2880,2.794,1,,,,,,,,,,
646689,500,uL/min,1091,522,9.8,5,1050,1859,0,2880,2.794,1,,,,,,,,,,
646710,500,uL/min,1118,522,9.8,5,1050,1859,0,2880,2.794,1,,,,,,,,,,
646731,500,uL/min,559,522,9.8,5,1050,1859,0,2881,2.794,1,,,,,,,,,,
646752,500,uL/min,859,522,9.8,5,1050,1859,0,2881,2.794,1,,,,,,,,,,
646773,500,uL/min,1080,522,9.8,5,1050,1859,0,2881,2.795,1,,,,,,,,,,
646794,500,uL/min,796,522,9.8,5,1050,1860,0,2881,2.795,1,,,,,,,,,,
646815,500,uL/min,712,522,9.8,5,1050,1860,0,2881,2.795,1,,,,,,,,,,
646836,500,uL/min,901,522,9.8,5,1050,1860,0,2881,2.795,1,,,,,,,,,,
646858,500,uL/min,1203,522,9.8,5,1050,1860,0,2882,2.795,1,,,,,,,,,,
646879,500,uL/min,658,522,9.8,5,1050,1860,0,2882,2.795,1,,,,,,,,,,
646900,500,uL/min,858,522,9.8,5,1050,1860,0,2882,2.796,1,,,,,,,,,,
646921,500,uL/min,912,522,9.8,5,1050,1860,0,2882,2.796,1,,,,,,,,,,
646942,500,uL/min,1173,522,9.8,5,1050,1860,0,2882,2.796,1,,,,,,,,,,
646963,500,uL/min,517,522,9.8,5,1050,1860,0,2883,2.796,1,,,,,,,,,,
646984,500,uL/min,815,522,9.8,5,1050,1860,0,2883,2.796,1,,,,,,,,,,
647005,500,uL/min,907,521,9.8,5,1049,1861,0,2883,2.796,1,,,,,,,,,,
647026,500,uL/min,1075,521,9.8,5,1049,1861,0,2883,2.797,1,,,,,,,,,,
647047,500,uL/min,366,521,9.8,5,1049,1861,0,2883,2.797,1,,,,,,,,,,
647069,500,uL/min,795,521,9.8,5,1049,1861,0,2884,2.797,1,,,,,,,,,,
647090,500,uL/min,824,521,9.8,5,1049,1861,0,2884,2.797,1,,,,,,,,,,
647111,500,uL/min,694,521,9.8,5,1048,1862,0,2884,2.797,1,,,,,,,,,,
647132,500,uL/min,315,521,9.8,5,1048,1862,0,2884,2.798,1,,,,,,,,,,
647153,500,uL/min,582,521,9.8,5,1048,1862,0,2884,2.798,1,,,,,,,,,,
647174,500,uL/min,636,521,9.8,5,1048,1862,0,2884,2.798,1,,,,,,,,,,
647195,500,uL/min,361,521,9.8,5,1048,1862,0,2885,2.798,1,,,,,,,,,,
647216,500,uL/min,309,521,9.8,5,1048,1863,0,2885,2.798,1,,,,,,,,,,
647237,500,uL/min,-487,521,9.8,5,1048,1863,0,2885,2.798,1,,,,,,,,,,
647258,500,uL/min,-732,521,9.8,5,1048,1863,0,2885,2.799,1,,,,,,,,,,
647280,500,uL/min,-171,521,9.8,5,1048,1863,0,2885,2.799,1,,,,,,,,,,
647301,500,uL/min,-71,521,9.8,5,1048,1863,0,2886,2.799,1,,,,,,,,,,
647322,500,uL/min,-44,521,9.8,5,1047,1864,0,2886,2.799,1,,,,,,,,,,
647343,500,uL/min,-85,521,9.8,5,1047,1864,0,2886,2.799,1,,,,,,,,,,
647364,500,uL/min,-74,520,9.8,5,1047,1864,0,2886,2.799,1,,,,,,,,,,
647385,500,uL/min,-45,520,9.8,5,1047,1864,0,2886,2.8,1,,,,,,,,,,
647406,500,uL/min,-6,520,9.8,5,1047,1864,0,2886,2.8,1,,,,,,,,,,
647427,500,uL/min,48,520,9.8,5,1046,1866,0,2887,2.8,1,,,,,,,,,,
647448,500,uL/min,104,520,9.8,5,1046,1866,0,2887,2.8,1,,,,,,,,,,
647469,500,uL/min,284,520,9.8,5,1046,1866,0,2887,2.8,1,,,,,,,,,,
647490,500,uL/min,544,520,9.8,5,1046,1866,0,2887,2.801,1,,,,,,,,,,
647511,500,uL/min,645,520,9.8,5,1046,1866,0,2887,2.801,1,,,,,,,,,,
647533,500,uL/min,478,520,9.8,5,1046,1867,0,2888,2.801,1,,,,,,,,,,
647554,500,uL/min,807,520,9.8,5,1046,1867,0,2888,2.801,1,,,,,,,,,,
647575,500,uL/min,1094,520,9.8,5,1046,1867,0,2888,2.801,1,,,,,,,,,,
647596,500,uL/min,481,520,9.8,5,1046,1867,0,2888,2.801,1,,,,,,,,,,
647617,500,uL/min,925,520,9.8,5,1046,1867,0,2888,2.802,1,,,,,,,,,,
647638,500,uL/min,971,520,9.8,5,1045,1868,0,2888,2.802,1,,,,,,,,,,
647659,500,uL/min,1288,520,9.8,5,1045,1868,0,2889,2.802,1,,,,,,,,,,
647680,500,uL/min,536,520,9.8,5,1045,1868,0,2889,2.802,1,,,,,,,,,,
647701,500,uL/min,918,520,9.8,5,1045,1868,0,2889,2.802,1,,,,,,,,,,
647723,500,uL/min,1027,520,9.8,5,1045,1868,0,2889,2.803,1,,,,,,,,,,
647744,500,uL/min,1177,520,9.8,5,1044,1869,0,2889,2.803,1,,,,,,,,,,
647765,500,uL/min,429,520,9.8,5,1044,1869,0,2890,2.803,1,,,,,,,,,,
647786,500,uL/min,842,520,9.8,5,1044,1869,0,2890,2.803,1,,,,,,,,,,
647807,500,uL/min,1108,520,9.8,5,1044,1869,0,2890,2.803,1,,,,,,,,,,
647828,500,uL/min,906,520,9.8,5,1044,1869,0,2890,2.803,1,,,,,,,,,,
647849,500,uL/min,648,520,9.8,5,1044,1870,0,2890,2.804,1,,,,,,,,,,
647870,500,uL/min,883,520,9.8,5,1044,1870,0,2890,2.804,1,,,,,,,,,,
647891,500,uL/min,1197,520,9.8,5,1044,1870,0,2891,2.804,1,,,,,,,,,,
647913,500,uL/min,523,520,9.8,5,1044,1870,0,2891,2.804,1,,,,,,,,,,
647934,500,uL/min,823,520,9.8,5,1044,1870,0,2891,2.804,1,,,,,,,,,,
647955,500,uL/min,896,520,9.8,5,1043,1871,0,2891,2.804,1,,,,,,,,,,
647976,500,uL/min,1107,520,9.8,5,1043,1871,0,2891,2.805,1,,,,,,,,,,
647997,500,uL/min,421,520,9.8,5,1043,1871,0,2892,2.805,1,,,,,,,,,,
648018,500,uL/min,809,520,9.8,5,1043,1871,0,2892,2.805,1,,,,,,,,,,
648039,500,uL/min,795,520,9.8,5,1043,1871,0,2892,2.805,1,,,,,,,,,,
648060,500,uL/min,768,520,9.8,5,1043,1872,0,2892,2.805,1,,,,,,,,,,
648081,500,uL/min,325,520,9.8,5,1043,1872,0,2892,2.806,1,,,,,,,,,,
648102,500,uL/min,594,520,9.8,5,1043,1872,0,2892,2.806,1,,,,,,,,,,
648124,500,uL/min,646,520,9.8,5,1043,1872,0,2893,2.806,1,,,,,,,,,,
648145,500,uL/min,434,520,9.8,5,1043,1872,0,2893,2.806,1,,,,,,,,,,
648166,500,uL/min,245,520,9.8,5,1042,1874,0,2893,2.806,1,,,,,,,,,,
648187,500,uL/min,-868,520,9.8,5,1042,1874,0,2893,2.806,1,,,,,,,,,,
648208,500,uL/min,-747,520,9.8,5,1042,1874,0,2893,2.807,1,,,,,,,,,,
648229,500,uL/min,-161,520,9.8,5,1042,1874,0,2894,2.807,1,,,,,,,,,,
648250,500,uL/min,-61,520,9.8,5,1042,1874,0,2894,2.807,1,,,,,,,,,,
648271,500,uL/min,-52,520,9.8,5,1041,1875,0,2894,2.807,1,,,,,,,,,,
648293,500,uL/min,-99,520,9.8,5,1041,1875,0,2894,2.807,1,,,,,,,,,,
648314,500,uL/min,-73,520,9.8,5,1041,1875,0,2894,2.807,1,,,,,,,,,,
648335,500,uL/min,-32,520,9.8,5,1041,1875,0,2894,2.808,1,,,,,,,,,,
648356,500,uL/min,1,520,9.8,5,1041,1875,0,2895,2.808,1,,,,,,,,,,
648377,500,uL/min,25,520,9.8,5,1040,1877,0,2895,2.808,1,,,,,,,,,,
648398,500,uL/min,81,520,9.8,5,1040,1877,0,2895,2.808,1,,,,,,,,,,
648419,500,uL/min,263,520,9.8,5,1040,1877,0,2895,2.808,1,,,,,,,,,,
648440,500,uL/min,493,520,9.8,5,1040,1877,0,2895,2.809,1,,,,,,,,,,
648462,500,uL/min,363,520,9.8,5,1040,1877,0,2896,2.809,1,,,,,,,,,,
648483,500,uL/min,686,520,9.7,5,1039,1879,0,2896,2.809,1,,,,,,,,,,
648504,500,uL/min,880,520,9.7,5,1039,1879,0,2896,2.809,1,,,,,,,,,,
648525,500,uL/min,1041,520,9.7,5,1039,1879,0,2896,2.809,1,,,,,,,,,,
648546,500,uL/min,455,520,9.7,5,1039,1879,0,2896,2.809,1,,,,,,,,,,
648567,500,uL/min,866,520,9.7,5,1039,1879,0,2897,2.81,1,,,,,,,,,,
648588,500,uL/min,1076,520,9.7,5,1038,1880,0,2897,2.81,1,,,,,,,,,,
648609,500,uL/min,1138,520,9.7,5,1038,1880,0,2897,2.81,1,,,,,,,,,,
648630,500,uL/min,539,520,9.7,5,1038,1880,0,2897,2.81,1,,,,,,,,,,
648652,500,uL/min,878,520,9.7,5,1038,1880,0,2897,2.81,1,,,,,,,,,,
648673,500,uL/min,1176,520,9.7,5,1038,1880,0,2897,2.811,1,,,,,,,,,,
648694,500,uL/min,748,520,9.7,5,1038,1881,0,2898,2.811,1,,,,,,,,,,
648715,500,uL/min,756,520,9.7,5,1038,1881,0,2898,2.811,1,,,,,,,,,,
648736,500,uL/min,861,521,9.7,5,1038,1881,0,2898,2.811,1,,,,,,,,,,
648757,500,uL/min,1197,521,9.7,5,1038,1881,0,2898,2.811,1,,,,,,,,,,
648778,500,uL/min,527,521,9.7,5,1038,1881,0,2898,2.811,1,,,,,,,,,,
648799,500,uL/min,934,521,9.7,5,1037,1883,0,2899,2.812,1,,,,,,,,,,
648820,500,uL/min,962,521,9.7,5,1037,1883,0,2899,2.812,1,,,,,,,,,,
648842,500,uL/min,1151,521,9.7,5,1037,1883,0,2899,2.812,1,,,,,,,,,,
648863,500,uL/min,445,521,9.7,5,1037,1883,0,2899,2.812,1,,,,,,,,,,
648884,500,uL/min,870,521,9.7,5,1037,1883,0,2899,2.812,1,,,,,,,,,,
648905,500,uL/min,1056,521,9.7,5,1036,1884,0,2899,2.812,1,,,,,,,,,,
648926,500,uL/min,700,521,9.7,5,1036,1884,0,2900,2.813,1,,,,,,,,,,
648947,500,uL/min,624,521,9.7,5,1036,1884,0,2900,2.813,1,,,,,,,,,,
648968,500,uL/min,844,521,9.7,5,1036,1884,0,2900,2.813,1,,,,,,,,,,
648989,500,uL/min,1010,521,9.7,5,1036,1884,0,2900,2.813,1,,,,,,,,,,
649010,500,uL/min,399,521,9.7,5,1036,1885,0,2900,2.813,1,,,,,,,,,,
649031,500,uL/min,694,521,9.7,5,1036,1885,0,2901,2.814,1,,,,,,,,,,
649052,500,uL/min,739,521,9.7,5,1036,1885,0,2901,2.814,1,,,,,,,,,,
649074,500,uL/min,606,521,9.7,5,1036,1885,0,2901,2.814,1,,,,,,,,,,
649095,500,uL/min,265,521,9.7,5,1036,1885,0,2901,2.814,1,,,,,,,,,,
649116,500,uL/min,402,521,9.7,5,1034,1887,0,2901,2.814,1,,,,,,,,,,
649137,500,uL/min,-676,521,9.7,5,1034,1887,0,2901,2.814,1,,,,,,,,,,
649158,500,uL/min,-749,521,9.7,5,1034,1887,0,2902,2.815,1,,,,,,,,,,
649179,500,uL/min,-136,521,9.7,5,1034,1887,0,2902,2.815,1,,,,,,,,,,
649200,500,uL/min,-82,521,9.7,5,1034,1887,0,2902,2.815,1,,,,,,,,,,
649221,500,uL/min,-61,521,9.7,5,1033,1889,0,2902,2.815,1,,,,,,,,,,
649242,500,uL/min,-64,521,9.7,5,1033,1889,0,2902,2.815,1,,,,,,,,,,
649264,500,uL/min,-61,521,9.7,5,1033,1889,0,2903,2.815,1,,,,,,,,,,
649285,500,uL/min,-55,521,9.7,5,1033,1889,0,2903,2.816,1,,,,,,,,,,
649306,500,uL/min,-24,522,9.7,5,1033,1889,0,2903,2.816,1,,,,,,,,,,
649327,500,uL/min,9,522,9.7,5,1032,1891,0,2903,2.816,1,,,,,,,,,,
649348,500,uL/min,44,522,9.7,5,1032,1891,0,2903,2.816,1,,,,,,,,,,
649369,500,uL/min,221,522,9.7,5,1032,1891,0,2903,2.816,1,,,,,,,,,,
649390,500,uL/min,238,522,9.7,5,1032,1891,0,2904,2.817,1,,,,,,,,,,
649411,500,uL/min,394,522,9.7,5,1032,1891,0,2904,2.817,1,,,,,,,,,,
649432,500,uL/min,573,522,9.7,5,1032,1892,0,2904,2.817,1,,,,,,,,,,
649453,500,uL/min,983,522,9.7,5,1032,1892,0,2904,2.817,1,,,,,,,,,,
649475,500,uL/min,413,522,9.7,5,1032,1892,0,2904,2.817,1,,,,,,,,,,
649496,500,uL/min,723,522,9.7,5,1032,1892,0,2905,2.817,1,,,,,,,,,,
649517,500,uL/min,1038,522,9.7,5,1032,1892,0,2905,2.818,1,,,,,,,,,,
649538,500,uL/min,1099,522,9.7,5,1031,1894,0,2905,2.818,1,,,,,,,,,,
649559,500,uL/min,518,522,9.7,5,1031,1894,0,2905,2.818,1,,,,,,,,,,
649580,500,uL/min,886,522,9.7,5,1031,1894,0,2905,2.818,1,,,,,,,,,,
649601,500,uL/min,1287,522,9.7,5,1031,1894,0,2905,2.818,1,,,,,,,,,,
649622,500,uL/min,637,522,9.7,5,1031,1894,0,2906,2.819,1,,,,,,,,,,
649643,500,uL/min,897,522,9.7,5,1030,1896,0,2906,2.819,1,,,,,,,,,,
649665,500,uL/min,974,523,9.7,5,1030,1896,0,2906,2.819,1,,,,,,,,,,
649686,500,uL/min,1206,523,9.7,5,1030,1896,0,2906,2.819,1,,,,,,,,,,
649707,500,uL/min,492,523,9.7,5,1030,1896,0,2906,2.819,1,,,,,,,,,,
649728,500,uL/min,857,523,9.7,5,1030,1896,0,2907,2.819,1,,,,,,,,,,
649749,500,uL/min,1115,523,9.6,5,1029,1897,0,2907,2.82,1,,,,,,,,,,
649770,500,uL/min,713,523,9.6,5,1029,1897,0,2907,2.82,1,,,,,,,,,,
649791,500,uL/min,771,523,9.6,5,1029,1897,0,2907,2.82,1,,,,,,,,,,
649812,500,uL/min,950,523,9.6,5,1029,1897,0,2907,2.82,1,,,,,,,,,,
649833,500,uL/min,1207,523,9.6,5,1029,1897,0,2908,2.82,1,,,,,,,,,,
649854,500,uL/min,492,523,9.6,5,1029,1898,0,2908,2.82,1,,,,,,,,,,
649876,500,uL/min,882,523,9.6,5,1029,1898,0,2908,2.821,1,,,,,,,,,,
649897,500,uL/min,997,523,9.6,5,1029,1898,0,2908,2.821,1,,,,,,,,,,
649918,500,uL/min,1028,523,9.6,5,1029,1898,0,2908,2.821,1,,,,,,,,,,
649939,500,uL/min,364,523,9.6,5,1029,1898,0,2908,2.821,1,,,,,,,,,,
649960,500,uL/min,750,523,9.6,5,1027,1900,0,2909,2.821,1,,,,,,,,,,
649981,500,uL/min,980,523,9.6,5,1027,1900,0,2909,2.822,1,,,,,,,,,,
650002,500,uL/min,396,523,9.6,5,1027,1900,0,2909,2.822,1,,,,,,,,,,
650023,500,uL/min,597,523,9.6,5,1027,1900,0,2909,2.822,1,,,,,,,,,,
650045,500,uL/min,600,523,9.6,5,1027,1900,0,2909,2.822,1,,,,,,,,,,
650066,500,uL/min,685,523,9.6,5,1027,1901,0,2910,2.822,1,,,,,,,,,,
650087,500,uL/min,196,523,9.6,5,1027,1901,0,2910,2.822,1,,,,,,,,,,
650108,500,uL/min,-464,523,9.6,5,1027,1901,0,2910,2.823,1,,,,,,,,,,
650129,500,uL/min,-1316,523,9.6,5,1027,1901,0,2910,2.823,1,,,,,,,,,,
650150,500,uL/min,-145,523,9.6,5,1027,1901,0,2910,2.823,1,,,,,,,,,,
650171,500,uL/min,-114,524,9.6,5,1026,1903,0,2910,2.823,1,,,,,,,,,,
650192,500,uL/min,-69,524,9.6,5,1026,1903,0,2911,2.823,1,,,,,,,,,,
650213,500,uL/min,-88,524,9.6,5,1026,1903,0,2911,2.823,1,,,,,,,,,,
650234,500,uL/min,-77,524,9.6,5,1026,1903,0,2911,2.824,1,,,,,,,,,,
650255,500,uL/min,-61,524,9.6,5,1026,1903,0,2911,2.824,1,,,,,,,,,,
650276,500,uL/min,-20,524,9.6,5,1025,1905,0,2911,2.824,1,,,,,,,,,,
650298,500,uL/min,4,524,9.6,5,1025,1905,0,2912,2.824,1,,,,,,,,,,
650319,500,uL/min,41,524,9.6,5,1025,1905,0,2912,2.824,1,,,,,,,,,,
650340,500,uL/min,173,524,9.6,5,1025,1905,0,2912,2.825,1,,,,,,,,,,
650361,500,uL/min,483,524,9.6,5,1025,1905,0,2912,2.825,1,,,,,,,,,,
650382,500,uL/min,258,524,9.6,5,1024,1907,0,2912,2.825,1,,,,,,,,,,
650403,500,uL/min,509,524,9.6,5,1024,1907,0,2912,2.825,1,,,,,,,,,,
650424,500,uL/min,891,524,9.6,5,1024,1907,0,2913,2.825,1,,,,,,,,,,
650445,500,uL/min,761,524,9.6,5,1024,1907,0,2913,2.825,1,,,,,,,,,,
650466,500,uL/min,543,524,9.6,5,1024,1907,0,2913,2.826,1,,,,,,,,,,
650487,500,uL/min,794,524,9.6,5,1023,1909,0,2913,2.826,1,,,,,,,,,,
650509,500,uL/min,1228,524,9.6,5,1023,1909,0,2913,2.826,1,,,,,,,,,,
650530,500,uL/min,576,524,9.6,5,1023,1909,0,2914,2.826,1,,,,,,,,,,
